time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,8.584340201326915e-281
20.0,1.8055751993090632e-241
21.0,6.190099920785044e-206
22.0,8.617060066642095e-174
23.0,9.729779978422887e-145
24.0,1.5032182761772024e-118
25.0,4.668914789331037e-95
26.0,3.7891420224217145e-74
27.0,9.247915257638004e-56
28.0,6.78971522460762e-40
29.0,1.2306044304847055e-26
30.0,3.1236164772865583e-16
31.0,2.008483143906747e-09
32.0,8.679298349168923e-07
33.0,9.858433926002351e-06
34.0,0.00023892358658655192
35.0,0.002240806413205293
36.0,0.008508936935806347
37.0,0.017923643439331366
38.0,0.03033477270626086
39.0,0.04550511730158942
40.0,0.06451835923545653
41.0,0.0876078146339447
42.0,0.11366658111457267
43.0,0.1415796729515383
44.0,0.17345632025936614
45.0,0.21024998316805343
46.0,0.2500168787270672
47.0,0.290962156160894
48.0,0.335489120744055
49.0,0.3859144996035996
50.0,0.439546556917118
