time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,3.8312788774448437e-274
18.0,3.0411533142862597e-233
19.0,1.1693382625510869e-196
20.0,7.120789076626408e-164
21.0,1.6445559312023652e-134
22.0,2.7424610954165476e-108
23.0,5.238609910798688e-85
24.0,1.5495051673383825e-64
25.0,8.168926259311043e-47
26.0,7.266933623496085e-32
27.0,7.579230983231524e-20
28.0,3.0810978576186314e-11
29.0,8.569883309638728e-08
30.0,7.288644873149287e-06
31.0,0.00018608957799099438
32.0,0.002100636678615769
33.0,0.009321186533790717
34.0,0.020334955359604733
35.0,0.03498021579048846
36.0,0.05320223706464223
37.0,0.07626880199838657
38.0,0.10419813560111978
39.0,0.13572028352537294
40.0,0.16928489103540323
41.0,0.20862512801430097
42.0,0.25387770005118687
43.0,0.3018354038746296
44.0,0.35140288359389177
45.0,0.4063405781884002
46.0,0.4684144376071593
47.0,0.5335639296636749
48.0,0.599281624966177
49.0,0.6698603075553499
50.0,0.7485551992167356
